"年月日","牡羊座","牡牛座","双子座","蟹座","獅子座","乙女座","天秤座","蠍座","射手座","山羊座","水瓶座","魚座"
"20181223","2","5","11","1","7","3","8","10","6","4","12","9"
"20181224","4","6","8","9","2","3","5","12","10","7","11","1"
"20181225","7","6","5","8","11","3","9","10","2","4","1","12"
"20181226","5","3","6","12","4","9","11","1","10","2","7","8"
"20181227","5","7","4","10","12","6","9","3","11","1","8","2"
"20181228","11","2","10","9","6","7","3","1","5","8","12","4"
"20181229","4","5","2","1","11","10","6","8","12","9","3","7"
"20181230","1","3","8","10","4","7","6","9","12","2","5","11"
"20181231","11","2","3","5","12","1","8","6","7","4","9","10"
"20190101","2","10","7","6","12","3","11","1","9","5","4","8"
"20190102","7","2","10","5","12","6","3","1","9","11","8","4"
"20190103","12","9","5","7","10","11","1","6","4","8","3","2"
"20190104","8","10","3","9","4","12","1","6","5","2","11","7"
"20190105","11","8","5","10","7","2","1","9","6","12","4","3"
"20190106","6","1","7","9","5","3","4","10","12","11","8","2"
"20190107","1","2","11","9","4","3","6","10","5","12","8","7"
"20190108","11","12","8","6","9","10","7","3","5","4","2","1"
"20190109","11","4","3","10","5","7","1","2","6","12","9","8"
"20190110","5","11","3","12","6","1","10","9","4","2","7","8"
"20190111","9","2","5","4","6","12","3","1","8","7","11","10"
"20190112","12","9","4","5","10","8","7","6","11","1","2","3"
"20190113","7","9","3","1","8","2","10","6","11","12","5","4"
"20190114","11","6","3","7","2","12","9","1","5","4","10","8"
"20190115","10","9","2","1","5","7","12","8","11","4","6","3"
"20190116","1","7","6","8","9","5","11","4","3","12","2","10"
"20190117","9","2","11","10","7","6","8","1","3","12","4","5"
"20190118","6","8","11","2","4","12","5","3","7","9","1","10"
"20190119","10","2","12","6","7","9","1","8","11","3","5","4"
"20190120","6","11","2","8","4","3","12","9","1","7","10","5"
"20190121","10","7","1","2","9","5","11","8","4","12","6","3"
"20190122","3","2","7","8","10","6","11","9","4","12","5","1"
"20190123","11","8","10","7","1","4","12","5","2","6","9","3"
"20190124","2","6","5","9","8","3","11","12","7","4","10","1"
"20190125","12","7","9","6","3","5","1","4","8","2","11","10"
"20190126","4","12","10","8","6","5","1","11","7","3","9","2"
"20190127","5","2","9","11","4","12","10","7","8","6","3","1"
"20190128","8","3","10","9","5","7","12","1","11","2","6","4"
"20190129","9","3","1","10","6","2","8","12","5","7","4","11"
"20190130","12","11","7","9","8","10","3","2","1","4","6","5"
"20190131","5","3","4","12","9","6","10","2","1","7","8","11"
"20190201","7","12","3","6","10","4","1","9","11","5","8","2"
"20190202","10","7","11","1","5","6","2","9","12","3","8","4"
"20190203","2","1","7","9","5","11","10","4","6","3","8","12"
"20190204","9","3","1","11","5","7","6","8","12","4","2","10"
"20190205","7","11","2","9","1","3","4","8","6","5","10","12"
"20190206","3","6","1","5","12","9","8","2","4","10","7","11"
"20190207","11","8","9","3","12","2","1","4","10","5","6","7"
"20190208","8","12","11","7","6","4","2","3","10","1","9","5"
"20190209","8","7","9","2","5","4","11","3","10","12","6","1"
"20190210","11","12","1","8","4","7","9","2","5","6","3","10"
"20190211","3","9","5","1","4","7","2","11","8","10","12","6"
"20190212","4","5","9","11","1","6","8","2","3","12","7","10"
"20190213","5","11","6","4","7","10","9","12","8","2","1","3"
"20190214","11","10","4","8","9","12","1","5","2","3","7","6"
"20190215","3","1","7","8","9","12","10","2","4","5","11","6"
"20190216","3","1","9","8","12","2","4","10","11","5","7","6"
"20190217","8","11","4","1","2","5","3","7","12","9","10","6"
"20190218","11","10","7","12","5","6","9","2","4","3","8","1"
"20190219","6","11","10","9","8","5","1","12","3","2","4","7"
"20190220","9","7","2","4","11","5","1","6","8","12","3","10"
"20190221","9","6","12","3","1","4","7","2","11","10","8","5"
"20190222","7","4","12","5","6","3","9","2","8","10","11","1"
"20190223","12","5","6","7","1","11","10","3","4","9","2","8"
"20190224","6","1","9","7","5","4","12","11","3","10","2","8"
"20190225","6","1","7","4","3","5","2","8","12","11","9","10"
"20190226","1","10","3","12","2","4","8","9","5","7","6","11"
"20190227","1","7","3","8","4","11","2","12","6","5","9","10"
"20190228","1","5","4","8","2","6","7","3","12","10","9","11"
"20190301","11","2","1","6","8","10","9","3","7","12","4","5"
"20190302","1","7","6","12","5","10","9","4","11","8","3","2"
"20190303","2","6","1","9","4","11","5","12","10","3","8","7"
"20190304","11","2","10","12","1","5","3","9","6","7","4","8"
"20190305","8","6","3","12","4","7","11","9","5","2","10","1"
"20190306","7","6","10","9","1","5","12","8","2","3","4","11"
"20190307","3","9","7","2","5","12","10","4","11","1","8","6"
"20190308","7","6","11","3","2","12","10","4","9","1","8","5"
"20190309","4","8","7","5","1","12","11","3","6","10","9","2"
"20190310","4","7","8","5","9","1","2","3","11","6","12","10"
"20190311","3","12","8","1","9","2","10","5","6","11","4","7"
"20190312","4","9","10","6","12","1","8","3","5","2","11","7"
"20190313","12","4","6","11","7","9","8","10","5","1","2","3"
"20190314","4","12","8","10","7","1","5","2","3","9","11","6"
"20190315","8","10","1","3","12","6","9","2","5","7","11","4"
"20190316","3","2","5","10","12","7","11","4","6","9","1","8"
"20190317","9","1","11","2","3","10","12","5","4","7","6","8"
"20190318","3","5","6","10","9","12","8","1","11","2","7","4"
"20190319","6","2","1","12","10","11","4","5","9","3","8","7"
"20190320","8","7","5","2","10","1","12","11","9","4","6","3"
"20190321","2","9","7","3","6","4","1","5","11","8","10","12"
"20190322","4","6","12","8","2","10","3","1","7","5","11","9"
"20190323","2","7","10","3","11","6","9","1","12","8","4","5"
"20190324","11","6","8","5","4","3","7","12","10","9","2","1"
"20190325","9","11","7","6","8","1","12","5","10","3","2","4"
"20190326","9","7","1","8","10","5","12","4","6","3","2","11"
"20190327","11","8","1","3","7","10","2","4","6","12","5","9"
"20190328","7","11","9","5","8","3","1","4","12","10","6","2"
"20190329","1","8","9","7","11","10","12","4","2","6","3","5"
"20190330","9","4","2","3","7","11","6","1","5","10","8","12"
"20190331","3","7","10","6","8","2","12","11","9","4","5","1"
"20190401","12","7","10","1","6","8","3","5","2","11","9","4"
"20190402","3","9","7","4","5","6","2","1","10","11","8","12"
"20190403","4","5","12","6","8","9","7","2","1","10","11","3"
"20190404","9","4","10","5","8","3","11","1","7","12","6","2"
"20190405","7","4","5","3","9","6","12","2","10","1","11","8"
"20190406","2","7","11","3","9","1","12","6","8","10","4","5"
"20190407","12","9","3","10","7","1","11","6","5","2","8","4"
"20190408","8","7","3","6","1","12","10","2","4","5","11","9"
"20190409","1","2","11","12","6","9","5","4","10","7","8","3"
"20190410","7","8","11","9","1","3","5","12","10","2","4","6"
"20190411","9","5","1","3","6","8","7","12","2","4","11","10"
"20190412","5","7","11","2","1","8","9","12","4","10","6","3"
"20190413","2","10","11","7","1","8","6","12","3","5","9","4"
"20190414","9","6","2","3","8","7","1","5","4","11","10","12"
"20190415","2","1","9","5","7","6","11","8","10","4","12","3"
"20190416","1","9","5","4","8","10","2","6","3","12","7","11"
"20190417","2","3","8","9","12","5","7","6","11","10","1","4"
"20190418","4","3","8","2","9","11","10","6","5","7","12","1"
"20190419","5","9","2","10","3","11","6","1","4","12","7","8"
"20190420","6","12","11","2","9","4","7","8","10","1","5","3"
"20190421","11","12","1","7","3","9","6","4","5","8","10","2"
"20190422","3","7","1","5","12","9","6","10","8","11","2","4"
"20190423","4","7","5","12","10","3","8","11","9","6","1","2"
"20190424","3","4","11","7","12","8","10","6","5","1","9","2"
"20190425","9","10","4","2","7","11","8","3","5","12","1","6"
"20190426","9","3","4","5","2","10","11","6","7","12","1","8"
"20190427","6","1","3","4","12","8","11","2","5","9","7","10"
"20190428","3","7","1","11","6","4","2","5","8","12","9","10"
"20190429","12","8","3","6","2","10","9","1","7","4","11","5"
"20190430","9","10","7","6","4","1","2","5","12","11","3","8"
"20190501","11","10","6","7","9","3","4","2","8","5","12","1"
"20190502","2","3","9","6","5","12","8","10","1","7","4","11"
"20190503","7","2","10","4","3","5","6","9","8","1","12","11"
"20190504","3","6","2","9","11","4","5","12","1","7","8","10"
"20190505","6","10","3","1","4","5","7","2","11","9","8","12"
"20190506","1","9","12","6","7","11","3","10","5","8","2","4"
"20190507","3","5","6","8","9","11","12","1","10","7","2","4"
"20190508","2","7","6","3","1","12","9","11","4","5","10","8"
"20190509","8","1","2","6","10","5","4","3","7","9","11","12"
"20190510","4","2","10","5","8","9","6","12","3","1","11","7"
"20190511","11","7","4","3","6","2","9","10","5","8","12","1"
"20190512","10","3","8","5","9","1","2","6","7","12","4","11"
"20190513","7","11","5","4","6","8","10","1","12","2","3","9"
"20190514","7","2","5","11","12","3","6","9","4","10","8","1"
"20190515","7","9","2","11","4","3","10","12","1","5","6","8"
"20190516","2","7","4","3","10","5","6","12","9","11","8","1"
"20190517","1","12","4","2","3","7","9","6","11","8","5","10"
"20190518","7","2","8","10","9","5","4","11","1","12","6","3"
"20190519","11","5","10","3","6","2","8","12","1","4","9","7"
"20190520","10","1","12","8","6","7","5","4","9","3","11","2"
"20190521","9","10","7","4","5","8","2","6","3","1","11","12"
"20190522","6","8","2","4","5","7","3","9","10","11","1","12"
"20190523","5","10","2","8","4","11","12","9","1","3","6","7"
"20190524","3","8","2","10","11","7","1","12","9","5","4","6"
"20190525","3","10","9","4","8","11","6","7","1","2","5","12"
"20190526","6","1","9","12","4","10","11","5","8","3","2","7"
"20190527","3","7","4","5","11","1","10","2","9","12","6","8"
"20190528","8","7","4","5","6","1","9","2","11","12","3","10"
"20190529","6","5","7","11","8","10","2","9","4","3","1","12"
"20190530","6","4","3","1","2","11","5","10","8","7","12","9"
"20190531","10","7","8","2","1","3","5","4","11","9","6","12"
"20190601","9","8","7","10","1","2","6","11","5","3","4","12"
"20190602","6","12","11","5","1","3","7","2","10","4","8","9"
"20190603","7","6","12","1","9","2","4","11","3","5","10","8"
"20190604","6","7","10","11","8","4","1","12","5","2","3","9"
"20190605","3","6","10","2","12","11","1","8","5","4","9","7"
"20190606","10","9","4","2","3","7","11","12","1","5","6","8"
"20190607","1","11","4","5","2","7","12","3","6","10","9","8"
"20190608","10","6","5","1","12","2","3","9","4","7","11","8"
"20190609","9","6","7","8","5","2","11","10","4","3","1","12"
"20190610","1","9","4","6","12","5","11","7","3","2","8","10"
"20190611","8","3","6","7","4","11","1","12","5","10","9","2"
"20190612","3","1","7","5","6","4","9","11","12","8","10","2"
"20190613","9","8","3","7","4","2","12","1","11","5","10","6"
"20190614","4","12","8","11","9","5","7","6","3","1","2","10"
"20190615","6","1","2","7","10","8","4","9","3","12","5","11"
"20190616","7","5","9","1","12","8","4","3","11","6","2","10"
"20190617","11","8","6","9","2","5","1","3","10","12","7","4"
"20190618","8","11","6","5","9","10","1","12","4","7","3","2"
"20190619","9","12","1","5","8","2","4","10","6","11","3","7"
"20190620","9","11","4","5","3","6","10","8","7","2","1","12"
"20190621","3","8","4","9","6","10","1","11","2","7","12","5"
"20190622","5","3","1","11","2","12","4","9","10","8","7","6"
"20190623","1","3","11","7","12","10","2","9","4","6","5","8"
"20190624","9","2","12","6","4","10","8","3","11","1","7","5"
"20190625","5","10","8","9","11","7","12","4","1","2","3","6"
"20190626","3","7","1","8","10","2","9","12","4","5","11","6"
"20190627","1","8","3","10","9","6","2","12","4","11","5","7"
"20190628","10","11","9","5","3","12","1","6","2","8","4","7"
"20190629","11","5","6","3","12","2","9","10","1","7","4","8"
"20190630","12","11","10","6","1","2","8","7","9","4","5","3"
"20190701","10","12","3","5","4","11","6","8","7","9","1","2"
"20190702","7","11","1","9","8","10","2","4","6","12","3","5"
"20190703","7","10","6","3","5","1","8","4","9","11","12","2"
"20190704","6","8","9","5","3","12","11","7","2","10","4","1"
"20190705","1","5","6","12","9","8","10","3","7","2","4","11"
"20190706","7","11","12","6","2","5","3","9","10","1","8","4"
"20190707","11","2","1","4","9","8","3","12","7","10","5","6"
"20190708","12","10","1","11","2","8","7","4","9","6","5","3"
"20190709","11","12","10","8","6","9","2","7","1","5","4","3"
"20190710","4","11","2","5","3","1","8","7","10","12","6","9"
"20190711","1","7","11","2","8","10","5","3","6","9","12","4"
"20190712","6","1","12","11","9","3","8","10","5","4","2","7"
"20190713","5","7","10","3","9","4","6","8","12","2","1","11"
"20190714","9","5","8","7","3","6","1","4","11","12","10","2"
"20190715","10","2","1","8","11","6","12","5","9","4","3","7"
"20190716","3","6","1","7","4","10","5","2","11","12","8","9"
"20190717","2","6","8","10","12","7","11","1","4","3","5","9"
"20190718","2","7","6","3","9","4","1","5","10","8","12","11"
"20190719","3","10","11","9","12","5","6","1","8","2","4","7"
"20190720","7","8","1","6","9","3","10","4","12","11","2","5"
"20190721","11","6","4","7","8","12","3","1","2","5","10","9"
"20190722","1","4","7","11","5","10","3","8","2","9","6","12"
"20190723","3","9","2","5","8","11","10","1","6","12","4","7"
"20190724","11","1","5","4","12","3","8","9","10","7","2","6"
"20190725","6","12","4","3","9","5","7","10","11","8","1","2"
"20190726","5","4","9","7","2","1","6","11","8","3","12","10"
"20190727","2","4","3","6","8","9","12","11","1","7","10","5"
"20190728","8","3","12","6","4","1","2","7","11","9","10","5"
"20190729","8","7","11","6","1","4","2","5","10","9","3","12"
"20190730","8","9","1","10","3","6","5","12","11","7","2","4"
"20190731","2","3","11","10","12","5","8","4","7","1","9","6"
"20190801","7","5","11","6","2","4","1","9","12","3","8","10"
"20190802","5","12","7","3","2","10","6","8","4","9","1","11"
"20190803","2","8","4","7","1","3","11","12","10","9","5","6"
"20190804","8","4","7","11","2","3","9","6","5","10","1","12"
"20190805","12","8","7","3","2","10","5","1","6","9","11","4"
"20190806","12","4","8","2","11","3","9","1","7","5","6","10"
"20190807","7","9","11","6","5","4","3","2","10","1","8","12"
"20190808","12","11","9","2","10","3","1","6","5","4","8","7"
"20190809","8","3","11","1","7","2","4","6","10","5","12","9"
"20190810","3","7","10","9","2","1","5","4","6","8","12","11"
"20190811","11","8","3","1","4","7","5","9","2","6","10","12"
"20190812","12","5","10","4","6","3","1","9","7","2","8","11"
"20190813","9","6","1","3","2","5","7","12","4","8","10","11"
"20190814","11","7","12","6","8","1","9","3","5","4","2","10"
"20190815","3","12","10","5","9","7","11","1","8","4","6","2"
"20190816","9","7","10","4","1","2","5","6","3","11","8","12"
"20190817","2","5","12","7","8","10","6","9","1","4","3","11"
"20190818","7","9","12","5","8","2","4","3","11","1","6","10"
"20190819","3","1","2","7","9","12","10","11","5","4","6","8"
"20190820","2","12","11","5","8","6","3","7","1","9","10","4"
"20190821","2","9","8","7","11","6","12","10","1","5","3","4"
"20190822","10","9","2","5","1","3","4","6","8","12","7","11"
"20190823","5","1","4","7","9","2","12","10","11","3","8","6"
"20190824","2","4","9","8","6","5","3","10","11","1","12","7"
"20190825","5","3","9","6","7","11","12","8","2","4","1","10"
"20190826","11","6","7","12","8","2","3","5","1","4","9","10"
"20190827","2","3","1","5","6","8","10","4","7","11","9","12"
"20190828","6","5","12","10","11","8","2","9","3","4","7","1"
"20190829","4","11","3","9","10","12","2","8","1","6","7","5"
"20190830","3","5","7","10","4","11","1","9","6","2","8","12"
"20190831","10","11","4","8","2","9","1","12","5","3","7","6"
"20190901","9","4","5","10","12","2","1","8","6","7","11","3"
"20190902","3","10","11","8","4","12","9","2","7","6","5","1"
"20190903","1","12","5","6","3","4","11","7","9","8","10","2"
"20190904","2","11","9","12","6","10","1","8","3","5","7","4"
"20190905","1","5","3","10","11","2","7","6","8","9","4","12"
"20190906","5","11","7","6","2","1","12","8","3","9","10","4"
"20190907","1","8","4","10","11","3","6","2","9","5","12","7"
"20190908","9","1","3","7","4","5","11","8","2","6","10","12"
"20190909","12","3","9","5","4","1","2","6","11","10","8","7"
"20190910","7","10","9","8","5","4","2","1","12","6","11","3"
"20190911","4","3","8","5","11","6","1","9","10","2","12","7"
"20190912","3","11","5","10","9","8","6","12","7","2","1","4"
"20190913","6","2","7","8","11","4","5","12","1","10","9","3"
"20190914","11","10","1","7","8","6","9","4","5","12","3","2"
"20190915","9","1","8","10","5","7","12","3","2","4","6","11"
"20190916","10","11","9","5","2","7","8","12","3","4","1","6"
"20190917","11","7","2","8","3","1","6","5","9","10","4","12"
"20190918","3","1","7","12","2","11","9","10","8","4","5","6"
"20190919","1","10","5","2","7","8","3","4","6","12","11","9"
"20190920","6","5","9","1","8","3","7","2","12","10","4","11"
"20190921","11","12","4","1","3","6","8","7","10","2","9","5"
"20190922","8","7","5","4","11","3","12","1","10","2","9","6"
"20190923","9","4","11","7","5","8","10","6","1","3","12","2"
"20190924","9","10","6","5","12","11","2","4","7","1","8","3"
"20190925","9","6","12","5","4","7","2","3","1","11","8","10"
"20190926","9","4","12","5","3","6","10","2","8","1","11","7"
"20190927","4","3","12","7","1","6","8","2","11","10","9","5"
"20190928","4","7","10","11","6","3","2","12","9","1","5","8"
"20190929","10","4","8","6","7","2","9","3","5","1","12","11"
"20190930","1","9","10","8","7","2","12","3","11","4","6","5"
"20191001","9","8","1","3","6","2","11","5","12","7","10","4"
"20191002","7","3","8","4","1","12","11","9","6","2","10","5"
"20191003","9","10","12","5","7","4","1","3","6","11","2","8"
"20191004","10","1","11","12","9","6","2","3","5","4","7","8"
"20191005","7","12","6","10","3","5","4","11","1","9","8","2"
"20191006","1","3","6","11","10","4","8","2","12","9","5","7"
"20191007","5","10","4","6","7","9","3","11","2","1","12","8"
"20191008","1","9","7","4","12","3","8","11","10","6","5","2"
"20191009","5","3","1","4","9","12","11","7","8","6","2","10"
"20191010","11","7","5","10","3","12","9","2","8","1","6","4"
"20191011","3","9","6","7","1","12","4","8","5","2","11","10"
"20191012","12","11","10","2","5","8","9","4","1","6","3","7"
"20191013","12","11","5","10","7","9","2","4","6","8","1","3"
"20191014","3","12","10","6","11","9","7","2","1","5","4","8"
"20191015","8","11","7","4","5","10","2","9","1","12","3","6"
"20191016","9","2","12","6","10","7","5","8","4","3","1","11"
"20191017","2","7","4","8","9","11","3","5","6","12","10","1"
"20191018","4","9","7","11","10","1","5","8","2","3","6","12"
"20191019","7","10","12","6","3","11","8","2","4","1","5","9"
"20191020","10","2","4","12","6","1","7","11","9","3","5","8"
"20191021","10","3","12","5","11","1","2","8","4","7","6","9"
"20191022","6","9","11","3","8","12","5","10","2","4","7","1"
"20191023","11","9","10","2","1","4","8","5","3","7","6","12"
"20191024","1","8","11","7","5","10","3","12","6","2","4","9"
"20191025","12","11","7","4","3","1","2","10","9","5","8","6"
"20191026","2","9","8","11","5","7","3","6","1","4","12","10"
"20191027","12","7","5","4","6","11","10","2","9","1","8","3"
"20191028","3","10","9","5","12","6","4","1","7","11","8","2"
"20191029","2","1","11","9","6","3","4","12","8","5","7","10"
"20191030","9","4","12","7","6","5","11","2","10","1","8","3"
"20191031","3","5","7","10","1","6","12","9","4","8","2","11"
"20191101","2","7","6","3","5","1","8","12","4","11","9","10"
"20191102","11","9","8","6","1","7","3","12","2","10","5","4"
"20191103","7","1","10","5","3","12","9","4","2","11","8","6"
"20191104","12","6","5","3","7","2","10","11","1","8","9","4"
"20191105","12","1","3","10","6","8","7","9","5","2","4","11"
"20191106","3","2","8","6","12","1","4","5","10","7","9","11"
"20191107","3","1","8","4","6","9","10","2","5","12","11","7"
"20191108","1","9","11","12","5","4","7","3","6","8","10","2"
"20191109","8","11","9","2","4","12","3","10","7","6","1","5"
"20191110","7","2","4","9","10","12","11","5","8","6","3","1"
"20191111","11","10","5","4","7","1","6","9","8","3","2","12"
"20191112","6","12","8","3","5","1","4","2","11","9","10","7"
"20191113","8","12","3","5","7","10","6","1","9","4","2","11"
"20191114","6","11","12","7","4","2","9","8","1","5","10","3"
"20191115","1","2","6","11","12","3","7","10","9","8","5","4"
"20191116","8","5","1","3","10","11","12","4","9","7","2","6"
"20191117","3","4","10","8","11","2","1","9","5","6","12","7"
"20191118","7","6","4","10","12","5","1","3","2","11","8","9"
"20191119","7","5","6","1","3","4","9","10","11","8","12","2"
"20191120","5","9","12","10","6","3","7","2","8","11","1","4"
"20191121","5","2","9","8","1","3","7","6","10","12","11","4"
"20191122","1","2","5","8","4","7","12","9","6","10","3","11"
"20191123","2","7","11","9","1","8","12","6","5","3","4","10"
"20191124","2","10","9","6","7","8","11","4","12","1","5","3"
"20191125","3","8","4","6","7","2","5","9","11","1","12","10"
"20191126","2","8","9","11","5","10","7","4","12","1","3","6"
"20191127","6","12","2","10","8","1","5","7","9","4","11","3"
"20191128","12","1","8","10","9","11","5","6","2","4","7","3"
"20191129","7","3","10","5","8","1","9","11","6","12","4","2"
"20191130","12","8","3","2","10","11","4","7","5","9","6","1"
"20191201","3","12","6","8","2","10","9","7","5","4","1","11"
"20191202","12","5","8","7","2","10","6","3","11","9","4","1"
"20191203","2","1","9","12","7","8","10","5","3","6","11","4"
"20191204","12","4","1","8","9","5","10","11","6","2","7","3"
"20191205","2","4","1","3","5","9","10","11","7","8","6","12"
"20191206","2","12","11","1","5","9","3","10","6","7","8","4"
"20191207","12","11","2","5","10","1","4","9","8","7","3","6"
"20191208","12","5","1","8","6","11","9","2","7","3","4","10"
"20191209","4","11","1","5","12","9","6","10","7","3","2","8"
"20191210","12","7","2","4","8","11","5","10","3","9","6","1"
"20191211","1","6","9","3","7","12","8","4","5","10","2","11"
"20191212","8","3","1","12","4","9","11","6","5","7","10","2"
"20191213","1","9","2","8","12","10","3","11","4","7","5","6"
"20191214","11","9","8","5","10","7","3","4","2","1","12","6"
"20191215","10","12","6","7","11","8","3","5","9","1","4","2"
"20191216","10","11","5","4","1","9","8","3","7","6","2","12"
"20191217","8","6","4","5","2","10","1","7","12","9","3","11"
"20191218","6","4","2","7","1","8","12","3","5","11","9","10"
"20191219","8","10","4","2","12","3","7","1","6","5","11","9"
"20191220","12","4","10","2","5","11","6","1","8","3","9","7"
"20191221","3","5","10","8","2","6","4","7","9","11","1","12"
"20191222","10","9","11","3","7","6","5","4","2","1","8","12"
"20191223","6","9","11","3","1","5","12","4","10","7","8","2"
"20191224","9","10","3","12","1","2","11","7","4","6","8","5"
"20191225","11","5","10","7","3","8","12","2","1","9","4","6"
"20191226","8","9","12","7","2","4","6","10","11","1","3","5"
"20191227","9","5","12","7","4","2","1","11","3","10","6","8"
"20191228","10","8","9","2","3","4","12","6","1","5","11","7"
"20191229","9","10","11","6","4","2","12","3","5","8","1","7"
"20191230","12","10","4","9","8","3","11","6","2","1","7","5"
"20191231","7","10","8","12","1","6","5","4","2","11","9","3"
"20200101","11","10","12","2","1","7","5","6","4","8","9","3"
"20200102","6","5","2","9","7","11","10","3","12","4","8","1"
"20200103","6","2","4","11","9","1","5","7","12","8","3","10"
"20200104","7","10","8","1","12","5","9","2","11","3","4","6"
"20200105","1","2","4","11","10","12","8","5","9","6","7","3"
"20200106","4","7","12","11","2","9","1","5","3","6","10","8"
"20200107","2","7","5","11","9","8","1","10","6","4","3","12"
"20200108","1","3","11","7","10","5","6","9","4","12","8","2"
"20200109","9","4","10","5","7","6","1","8","3","11","12","2"
"20200110","8","1","3","7","5","9","12","4","6","11","10","2"
"20200111","8","10","7","6","3","9","2","5","12","11","1","4"
"20200112","1","7","6","10","8","12","11","3","4","2","5","9"
"20200113","5","7","8","12","4","1","11","2","6","9","10","3"
"20200114","4","2","10","6","9","7","5","1","12","8","11","3"
"20200115","1","12","7","11","6","2","3","8","9","10","5","4"
"20200116","7","10","12","5","6","3","11","4","2","9","1","8"
"20200117","11","4","8","9","10","12","6","3","2","1","7","5"
"20200118","3","6","1","9","4","12","8","7","5","2","10","11"
"20200119","5","12","11","3","1","8","7","9","4","2","10","6"
"20200120","9","5","2","12","10","11","1","8","3","4","7","6"
"20200121","11","1","9","3","10","5","8","4","12","2","6","7"
"20200122","10","4","12","1","11","3","7","2","6","9","8","5"
"20200123","12","10","4","1","6","8","7","2","11","5","3","9"
"20200124","8","10","12","9","6","3","5","11","7","1","4","2"
"20200125","9","6","4","11","8","5","10","12","7","3","1","2"
"20200126","5","1","2","11","6","3","12","10","4","8","7","9"
"20200127","12","7","4","10","6","8","2","3","5","1","11","9"
"20200128","1","11","7","8","9","4","6","3","10","2","5","12"
"20200129","2","10","7","8","6","3","4","1","5","12","11","9"
"20200130","5","3","11","4","2","6","8","9","10","7","12","1"
"20200131","6","1","2","8","12","4","9","5","10","3","11","7"
"20200201","8","4","2","11","5","7","3","12","9","10","6","1"
"20200202","10","8","12","3","11","9","4","7","6","5","1","2"
"20200203","6","11","10","2","8","12","3","4","7","9","1","5"
"20200204","9","7","11","4","6","5","8","2","10","1","3","12"
"20200205","6","3","12","7","11","10","2","4","9","8","1","5"
"20200206","10","4","6","11","7","9","8","5","1","12","3","2"
"20200207","4","2","12","1","7","10","11","9","8","6","3","5"
"20200208","1","5","4","9","11","10","7","8","3","12","2","6"
"20200209","2","4","1","12","11","3","5","7","8","9","6","10"
"20200210","5","2","4","8","9","11","12","10","1","6","3","7"
"20200211","11","3","4","9","5","7","2","8","12","10","6","1"
"20200212","1","3","7","9","4","6","11","2","10","8","12","5"
"20200213","3","1","11","7","5","8","12","9","4","6","10","2"
"20200214","10","8","1","12","6","9","2","4","7","11","3","5"
"20200215","7","3","12","8","2","1","11","9","4","10","6","5"
"20200216","1","2","12","4","9","10","6","3","7","8","11","5"
"20200217","1","3","10","9","12","6","2","8","11","7","4","5"
"20200218","1","11","12","10","8","9","4","6","3","5","2","7"
"20200219","7","2","8","4","3","12","5","11","10","1","9","6"
"20200220","4","9","12","11","5","8","6","3","10","1","7","2"
"20200221","2","6","8","11","1","7","4","12","5","9","3","10"
"20200222","6","9","7","11","2","8","4","5","1","3","10","12"
"20200223","1","6","11","10","12","9","2","7","8","3","4","5"
"20200224","2","9","1","5","11","10","3","6","4","7","8","12"
"20200225","6","11","2","9","1","3","7","12","10","5","8","4"
"20200226","11","1","5","6","4","10","9","12","7","8","3","2"
"20200227","4","10","12","7","2","5","3","8","9","6","1","11"
"20200228","5","2","1","3","12","4","8","10","6","7","11","9"
"20200229","4","5","6","11","12","3","8","1","9","7","2","10"
"20200301","6","8","5","4","2","3","9","10","1","7","11","12"
"20200302","1","8","7","3","10","11","12","6","9","5","4","2"
"20200303","2","9","10","8","1","6","7","12","4","3","11","5"
"20200304","6","7","11","2","10","4","9","5","3","12","1","8"
"20200305","1","2","3","10","4","12","11","7","9","5","6","8"
"20200306","8","9","3","7","6","2","5","1","10","4","12","11"
"20200307","1","2","9","10","7","4","8","3","11","6","5","12"
"20200308","1","11","3","7","5","6","8","2","9","10","12","4"
"20200309","1","5","12","6","10","2","7","4","11","8","3","9"
"20200310","4","2","1","7","8","6","10","3","11","5","9","12"
"20200311","5","11","10","2","6","4","8","7","12","1","3","9"
"20200312","4","11","10","7","2","3","12","9","8","5","6","1"
"20200313","12","10","8","9","6","3","4","11","1","2","7","5"
"20200314","10","1","7","6","3","2","8","12","11","4","5","9"
"20200315","10","1","3","5","8","11","4","2","9","6","12","7"
"20200316","12","6","11","3","2","5","9","4","1","10","7","8"
"20200317","7","8","5","9","12","6","10","2","11","4","1","3"
"20200318","9","6","5","11","8","1","10","2","4","12","3","7"
"20200319","12","3","5","10","4","2","6","7","9","11","1","8"
"20200320","5","4","8","1","10","11","12","2","3","7","6","9"
"20200321","12","10","5","7","1","6","9","2","11","4","3","8"
"20200322","5","12","10","8","3","4","7","11","9","1","2","6"
"20200323","3","8","10","12","2","6","5","1","4","7","11","9"
"20200324","1","3","11","8","2","7","9","4","6","10","5","12"
"20200325","5","12","6","1","4","9","3","7","2","10","11","8"
"20200326","11","6","2","7","8","1","9","4","12","10","3","5"
"20200327","11","9","12","6","3","4","1","2","7","10","8","5"
"20200328","10","3","8","6","12","1","2","5","11","4","7","9"
"20200329","7","5","12","4","3","11","1","6","9","8","10","2"
"20200330","11","4","8","1","12","6","5","3","10","9","2","7"
